id,itemId,userId,releaseId,timestamp,increasesDurability,increasesReputationPercent,topSpeed,ps,damage,fireRate,range,accuracy,timeToOverheating,maxAmmo,blastPower,addsEnergy,tonnage,massLimit,maxCabinSpeed,maxChassisSpeed,power,cabinPower,fuelReserves,featureBulletPercent,featureMeleePercent,featureBlastPercent,featureFirePercent,featurePassthroughPercent,durability,energyDrain,mass,perks
2997,1458,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,1459,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,1460,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,1461,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,1462,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,1464,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,1465,clmws2jde0000mtdkw3581kp9,42,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,1468,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,1469,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,1470,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,1471,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,1472,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,1473,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,1474,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,1475,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,1476,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,1477,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,1478,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,1479,clmws2jde0000mtdkw3581kp9,32,2023-09-24 13:40:12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
